Crops,Crop,Crop Year,District Name,Season,Soil,State Name,Type Of  Watersource,Type Of Crop,Area,ARIYALUR,CAUVERY,CHENGLEPUT,COIMBATORE,Cropduration Max,Cropduration Min,CUDDALORE,DHARMAPURI,DINDIGUL,ERODE,HILLY REGIONS OF SHEVROY,JAWAD HILLS,KANCHEEPURAM,KANYAKUMARI,KARUR,KOLLI HILLS,KRISHNAGIRI,MADURAI,Max Temp,Min Temp,NAGAPATTINAM,NAMAKAL,PERAMBALUR,Production,PUDUKKOTTAI,RAMANATHANPURAM,Relative Humidity Max,Relative Humidity Min,SALEM,SIVAGANGAI,Soil Ph High,Soil Ph Low,TANJORE,THALAVADI HILLS,THE NILGRIS,THENI,THIRUCHIRAPALLI,THIRUNELVELI,THIRUPPUR,THIRUVALLUR,THIRUVANNAMALAI,THOOTHUKUDI,TIRUVARUR,VELLORE,VILLUPURAM,VIRUDHUNAGAR,Water Required Min,Waterrequired Max
bottle gourd,Bottle Gourd,2003,TIRUVANNAMALAI,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,27,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,0,1,1,85,75,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2003,TIRUVANNAMALAI,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,543,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,3381,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
Cabbage,Cabbage,2003,TIRUVANNAMALAI,Whole Year,LoamySandy,Tamil Nadu,irrigated,colecrops,12,1,1,1,1,180,80,1,1,1,1,1,1,1,1,1,1,1,1,27,7,1,1,1,763,1,1,100,90,1,1,6.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,380,500
cucumber,Cucumber,2003,TIRUVANNAMALAI,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,1,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2003,TIRUVANNAMALAI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,65,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,585,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2003,TIRUVANNAMALAI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,7404,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,646643,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2003,TIRUVANNAMALAI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,2,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,45,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tomato,Tomato,2003,TIRUVANNAMALAI,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,413,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,3570,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
ash gourd,Ash Gourd,2003,TUTICORIN,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,7,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2003,TUTICORIN,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,77,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bottle gourd,Bottle Gourd,2003,TUTICORIN,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,1,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,0,1,1,85,75,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2003,TUTICORIN,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,207,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,2315,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
cucumber,Cucumber,2003,TUTICORIN,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,47,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2003,TUTICORIN,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1509,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,8619,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2003,TUTICORIN,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,69,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,7016,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2003,TUTICORIN,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,64,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,928,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tomato,Tomato,2003,TUTICORIN,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,427,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,3051,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
ash gourd,Ash Gourd,2003,VELLORE,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,4,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2003,VELLORE,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,30,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2003,VELLORE,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,1465,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,17679,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
Cabbage,Cabbage,2003,VELLORE,Whole Year,LoamySandy,Tamil Nadu,irrigated,colecrops,1,1,1,1,1,180,80,1,1,1,1,1,1,1,1,1,1,1,1,27,7,1,1,1,64,1,1,100,90,1,1,6.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,380,500
cucumber,Cucumber,2003,VELLORE,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,2,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2003,VELLORE,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,69,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,621,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2003,VELLORE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,12772,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1051915,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2003,VELLORE,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,9,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,130,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tomato,Tomato,2003,VELLORE,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,1254,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,8372,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
ash gourd,Ash Gourd,2003,VILLUPURAM,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,109,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2003,VILLUPURAM,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,32,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bottle gourd,Bottle Gourd,2003,VILLUPURAM,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,3,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,0,1,1,85,75,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2003,VILLUPURAM,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,339,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,1882,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
cucumber,Cucumber,2003,VILLUPURAM,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,19,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2003,VILLUPURAM,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,170,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,1531,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2003,VILLUPURAM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,30279,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,3125368,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2003,VILLUPURAM,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,139,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,1956,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tomato,Tomato,2003,VILLUPURAM,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,90,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,913,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
ash gourd,Ash Gourd,2003,VIRUDHUNAGAR,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,4,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,31,24,1,1,1,0,1,1,75,50,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bitter gourd,Bitter Gourd,2003,VIRUDHUNAGAR,Whole Year,Well drained loamy soil,Tamil Nadu,both,vegetables,17,1,1,1,1,60,55,1,1,1,1,1,1,1,1,1,1,1,1,30,25,1,1,1,0,1,1,92,78,1,1,7,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
bottle gourd,Bottle Gourd,2003,VIRUDHUNAGAR,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,10,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,27,18,1,1,1,0,1,1,85,75,1,1,6.7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
brinjal,Brinjal,2003,VIRUDHUNAGAR,Whole Year,Loamy soil/ Lateritic soil,Tamil Nadu,both,vegetables,199,1,1,1,1,150,100,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,2225,1,1,90,90,1,1,7.5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,900,1200
cucumber,Cucumber,2003,VIRUDHUNAGAR,Whole Year,Loamy,Tamil Nadu,irrigated,vegetables,12,1,1,1,1,120,120,1,1,1,1,1,1,1,1,1,1,1,1,35,25,1,1,1,0,1,1,70,60,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1200,1500
onion,Onion,2003,VIRUDHUNAGAR,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1201,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,6859,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2003,VIRUDHUNAGAR,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,2871,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,291919,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2003,VIRUDHUNAGAR,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,64,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,927,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
tomato,Tomato,2003,VIRUDHUNAGAR,Whole Year,Sandy loam,Tamil Nadu,both,vegetables,190,1,1,1,1,140,90,1,1,1,1,1,1,1,1,1,1,1,1,30,18,1,1,1,1928,1,1,85,75,1,1,7.5,6.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,600,800
onion,Onion,2004,DHARMAPURI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,141,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,1364,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,DHARMAPURI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,9819,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,783163,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,DHARMAPURI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,5,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,76,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,DINDIGUL,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,3576,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,38651,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,DINDIGUL,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,4185,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,484598,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,DINDIGUL,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,99,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,1497,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,ERODE,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,1679,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,22739,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,ERODE,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,19948,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,2675825,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,ERODE,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,35,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,529,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,KANCHIPURAM,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,6,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,58,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,KANCHIPURAM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,4174,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,397085,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,KANCHIPURAM,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,37,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,559,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,KANNIYAKUMARI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,2,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,19,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
onion,Onion,2004,KARUR,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,178,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,1723,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,KARUR,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,2842,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,257026,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,KARUR,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,319,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,6673,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,KRISHNAGIRI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,165,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,1597,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,KRISHNAGIRI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,1645,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,88236,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,KRISHNAGIRI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,4,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,60,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,MADURAI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,969,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,9004,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,MADURAI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,3312,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,404518,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,MADURAI,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,53,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,801,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,NAGAPATTINAM,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,8,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,77,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,NAGAPATTINAM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,2550,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,222240,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
onion,Onion,2004,NAMAKKAL,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,2789,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,28026,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,NAMAKKAL,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,9476,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1306920,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,NAMAKKAL,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,4,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,60,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,PERAMBALUR,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,6064,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,66052,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,PERAMBALUR,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,10721,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,1220543,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,PERAMBALUR,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,25,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,378,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
onion,Onion,2004,PUDUKKOTTAI,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,3,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,29,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,PUDUKKOTTAI,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,7472,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,930638,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
onion,Onion,2004,RAMANATHAPURAM,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,98,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,948,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,RAMANATHAPURAM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,260,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,28619,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
onion,Onion,2004,SALEM,Whole Year, Any Loamy,Tamil Nadu,both,vegetables,720,1,1,1,1,120,100,1,1,1,1,1,1,1,1,1,1,1,1,25,20,1,1,1,5400,1,1,85,75,1,1,6.5,5.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,350,550
sugarcane,Sugarcane,2004,SALEM,Whole Year,Clayey Loamy Soil/ Black Cotton Soil/ Red Loamy Soil/ Brown Loamy Soil,Tamil Nadu,irrigated,sugar crops,6399,1,1,1,1,330,300,1,1,1,1,1,1,1,0,1,1,1,1,27,21,1,1,1,583832,1,1,80,65,1,1,8,6.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1500,2500
sweet potato,Sweet potato,2004,SALEM,Whole Year,well-drained soil,Tamil Nadu,both,Root&tuber,11,1,1,1,1,120,90,1,1,1,1,1,1,1,1,1,1,1,1,26,21,1,1,1,166,1,1,90,85,1,1,6.7,5.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000,1000
